AC, ACRELANDIA, 68
AC, ASSIS BRASIL, 68
AC, BRASILEIA, 68
AC, BUJARI, 68
AC, CAPIXABA, 68
AC, CRUZEIRO DO SUL, 68
AC, EPITACIOLANDIA, 68
AC, FEIJO, 68
AC, JORDAO, 68
AC, MANCIO LIMA, 68
AC, MANOEL URBANO, 68
AC, MARECHAL THAUMATURGO, 68
AC, PLACIDO DE CASTRO, 68
AC, PORTO ACRE, 68
AC, PORTO WALTER, 68
AC, RIO BRANCO, 68
AC, RODRIGUES ALVES, 68
AC, SANTA ROSA DO PURUS, 68
AC, SENA MADUREIRA, 68
AC, SENADOR GUIOMARD, 68
AC, TARAUACA, 68
AC, XAPURI, 68
AL, AGUA BRANCA, 82
AL, ANADIA, 82
AL, ARAPIRACA, 82
AL, ATALAIA, 82
AL, BARRA DE SANTO ANTONIO, 82
AL, BARRA DE SAO MIGUEL, 82
AL, BATALHA, 82
AL, BELEM, 82
AL, BELO MONTE, 82
AL, BOCA DA MATA, 82
AL, BRANQUINHA, 82
AL, CACIMBINHAS, 82
AL, CAJUEIRO, 82
AL, CAMPESTRE, 82
AL, CAMPO ALEGRE, 82
AL, CAMPO GRANDE, 82
AL, CANAPI, 82
AL, CAPELA, 82
AL, CARNEIROS, 82
AL, CHA PRETA, 82
AL, COITE DO NOIA, 82
AL, COLONIA LEOPOLDINA, 82
AL, COQUEIRO SECO, 82
AL, CORURIPE, 82
AL, CRAIBAS, 82
AL, DELMIRO GOUVEIA, 82
AL, DOIS RIACHOS, 82
AL, ESTRELA DE ALAGOAS, 82
AL, FEIRA GRANDE, 82
AL, FELIZ DESERTO, 82
AL, FLEXEIRAS, 82
AL, GIRAU DO PONCIANO, 82
AL, IBATEGUARA, 82
AL, IGACI, 82
AL, IGREJA NOVA, 82
AL, INHAPI, 82
AL, JACARE DOS HOMENS, 82
AL, JACUIPE, 82
AL, JAPARATINGA, 82
AL, JARAMATAIA, 82
AL, JEQUIA DA PRAIA, 82
AL, JOAQUIM GOMES, 82
AL, JUNDIA, 82
AL, JUNQUEIRO, 82
AL, LAGOA DA CANOA, 82
AL, LIMOEIRO DE ANADIA, 82
AL, MACEIO, 82
AL, MAJOR ISIDORO, 82
AL, MAR VERMELHO, 82
AL, MARAGOGI, 82
AL, MARAVILHA, 82
AL, MARECHAL DEODORO, 82
AL, MARIBONDO, 82
AL, MATA GRANDE, 82
AL, MATRIZ DE CAMARAGIBE, 82
AL, MESSIAS, 82
AL, MINADOR DO NEGRAO, 82
AL, MONTEIROPOLIS, 82
AL, MURICI, 82
AL, NOVO LINO, 82
AL, OLHO D'AGUA DAS FLORES, 82
AL, OLHO D'AGUA DO CASADO, 82
AL, OLHO D'AGUA GRANDE, 82
AL, OLIVENCA, 82
AL, OURO BRANCO, 82
AL, PALESTINA, 82
AL, PALMEIRA DOS INDIOS, 82
AL, PAO DE ACUCAR, 82
AL, PARICONHA, 82
AL, PARIPUEIRA, 82
AL, PASSO DE CAMARAGIBE, 82
AL, PAULO JACINTO, 82
AL, PENEDO, 82
AL, PIACABUCU, 82
AL, PILAR, 82
AL, PINDOBA, 82
AL, PIRANHAS, 82
AL, POCO DAS TRINCHEIRAS, 82
AL, PORTO CALVO, 82
AL, PORTO DE PEDRAS, 82
AL, PORTO REAL DO COLEGIO, 82
AL, QUEBRANGULO, 82
AL, RIO LARGO, 82
AL, ROTEIRO, 82
AL, SANTA LUZIA DO NORTE, 82
AL, SANTANA DO IPANEMA, 82
AL, SANTANA DO MUNDAU, 82
AL, SAO BRAS, 82
AL, SAO JOSE DA LAJE, 82
AL, SAO JOSE DA TAPERA, 82
AL, SAO LUIS DO QUITUNDE, 82
AL, SAO MIGUEL DOS CAMPOS, 82
AL, SAO MIGUEL DOS MILAGRES, 82
AL, SAO SEBASTIAO, 82
AL, SATUBA, 82
AL, SENADOR RUI PALMEIRA, 82
AL, TANQUE D'ARCA, 82
AL, TAQUARANA, 82
AL, TEOTONIO VILELA, 82
AL, TRAIPU, 82
AL, UNIAO DOS PALMARES, 82
AL, VICOSA, 82
AM, ALVARAES, 97
AM, AMATURA, 97
AM, ANAMA, 97
AM, ANORI, 97
AM, APUI, 97
AM, ATALAIA DO NORTE, 97
AM, AUTAZES, 92
AM, BARCELOS, 97
AM, BARREIRINHA, 92
AM, BENJAMIN CONSTANT, 97
AM, BERURI, 97
AM, BOA VISTA DO RAMOS, 92
AM, BOCA DO ACRE, 97
AM, BORBA, 92
AM, CAAPIRANGA, 92
AM, CANUTAMA, 97
AM, CARAUARI, 97
AM, CAREIRO, 92
AM, CAREIRO DA VARZEA, 92
AM, COARI, 97
AM, CODAJAS, 97
AM, EIRUNEPE, 97
AM, ENVIRA, 97
AM, FONTE BOA, 97
AM, GUAJARA, 97
AM, HUMAITA, 97
AM, IPIXUNA, 97
AM, IRANDUBA, 92
AM, ITACOATIARA, 92
AM, ITAMARATI, 97
AM, ITAPIRANGA, 92
AM, JAPURA, 97
AM, JURUA, 97
AM, JUTAI, 97
AM, LABREA, 97
AM, MANACAPURU, 92
AM, MANAQUIRI, 92
AM, MANAUS, 92
AM, MANICORE, 97
AM, MARAA, 97
AM, MAUES, 92
AM, NHAMUNDA, 92
AM, NOVA OLINDA DO NORTE, 92
AM, NOVO AIRAO, 92
AM, NOVO ARIPUANA, 97
AM, PARINTINS, 92
AM, PAUINI, 97
AM, PRESIDENTE FIGUEIREDO, 92
AM, RIO PRETO DA EVA, 92
AM, SANTA ISABEL DO RIO NEGRO, 97
AM, SANTO ANTONIO DO ICA, 97
AM, SAO GABRIEL DA CACHOEIRA, 97
AM, SAO PAULO DE OLIVENCA, 97
AM, SAO SEBASTIAO DO UATUMA, 92
AM, SILVES, 92
AM, TABATINGA, 97
AM, TAPAUA, 97
AM, TEFE, 97
AM, TONANTINS, 97
AM, UARINI, 97
AM, URUCARA, 92
AM, URUCURITUBA, 92
AP, AMAPA, 96
AP, CALCOENE, 96
AP, CUTIAS, 96
AP, FERREIRA GOMES, 96
AP, ITAUBAL, 96
AP, LARANJAL DO JARI, 96
AP, MACAPA, 96
AP, MAZAGAO, 96
AP, OIAPOQUE, 96
AP, PEDRA BRANCA DO AMAPARI, 96
AP, PORTO GRANDE, 96
AP, PRACUUBA, 96
AP, SANTANA, 96
AP, SERRA DO NAVIO, 96
AP, TARTARUGALZINHO, 96
AP, VITORIA DO JARI, 96
BA, ABAIRA, 77
BA, ABARE, 75
BA, ACAJUTIBA, 75
BA, ADUSTINA, 75
BA, AGUA FRIA, 75
BA, AIQUARA, 73
BA, ALAGOINHAS, 75
BA, ALCOBACA, 73
BA, ALMADINA, 73
BA, AMARGOSA, 75
BA, AMELIA RODRIGUES, 75
BA, AMERICA DOURADA, 74
BA, ANAGE, 77
BA, ANDARAI, 75
BA, ANDORINHA, 74
BA, ANGICAL, 77
BA, ANGUERA, 75
BA, ANTAS, 75
BA, ANTONIO CARDOSO, 75
BA, ANTONIO GONCALVES, 74
BA, APORA, 75
BA, APUAREMA, 73
BA, ARACAS, 75
BA, ARACATU, 77
BA, ARACI, 75
BA, ARAMARI, 75
BA, ARATACA, 73
BA, ARATUIPE, 75
BA, AURELINO LEAL, 73
BA, BAIANOPOLIS, 77
BA, BAIXA GRANDE, 74
BA, BANZAE, 75
BA, BARRA, 74
BA, BARRA DA ESTIVA, 77
BA, BARRA DO CHOCA, 77
BA, BARRA DO MENDES, 74
BA, BARRA DO ROCHA, 73
BA, BARREIRAS, 77
BA, BARRO ALTO, 74
BA, BARROCAS, 75
BA, BELMONTE, 73
BA, BELO CAMPO, 77
BA, BIRITINGA, 75
BA, BOA NOVA, 77
BA, BOA VISTA DO TUPIM, 75
BA, BOM JESUS DA LAPA, 77
BA, BOM JESUS DA SERRA, 77
BA, BONINAL, 75
BA, BONITO, 75
BA, BOQUIRA, 77
BA, BOTUPORA, 77
BA, BREJOES, 75
BA, BREJOLANDIA, 77
BA, BROTAS DE MACAUBAS, 77
BA, BRUMADO, 77
BA, BUERAREMA, 73
BA, BURITIRAMA, 77
BA, CAATIBA, 77
BA, CABACEIRAS DO PARAGUACU, 75
BA, CACHOEIRA, 75
BA, CACULE, 77
BA, CAEM, 74
BA, CAETANOS, 77
BA, CAETITE, 77
BA, CAFARNAUM, 74
BA, CAIRU, 75
BA, CALDEIRAO GRANDE, 74
BA, CAMACAN, 73
BA, CAMACARI, 71
BA, CAMAMU, 73
BA, CAMPO ALEGRE DE LOURDES, 74
BA, CAMPO FORMOSO, 74
BA, CANAPOLIS, 77
BA, CANARANA, 74
BA, CANAVIEIRAS, 73
BA, CANDEAL, 75
BA, CANDEIAS, 71
BA, CANDIBA, 77
BA, CANDIDO SALES, 77
BA, CANSANCAO, 75
BA, CANUDOS, 75
BA, CAPELA DO ALTO ALEGRE, 75
BA, CAPIM GROSSO, 74
BA, CARAIBAS, 77
BA, CARAVELAS, 73
BA, CARDEAL DA SILVA, 75
BA, CARINHANHA, 77
BA, CASA NOVA, 74
BA, CASTRO ALVES, 75
BA, CATOLANDIA, 77
BA, CATU, 71
BA, CATURAMA, 77
BA, CENTRAL, 74
BA, CHORROCHO, 75
BA, CICERO DANTAS, 75
BA, CIPO, 75
BA, COARACI, 73
BA, COCOS, 77
BA, CONCEICAO DA FEIRA, 75
BA, CONCEICAO DO ALMEIDA, 75
BA, CONCEICAO DO COITE, 75
BA, CONCEICAO DO JACUIPE, 75
BA, CONDE, 75
BA, CONDEUBA, 77
BA, CONTENDAS DO SINCORA, 77
BA, CORACAO DE MARIA, 75
BA, CORDEIROS, 77
BA, CORIBE, 77
BA, CORONEL JOAO SA, 75
BA, CORRENTINA, 77
BA, COTEGIPE, 77
BA, CRAVOLANDIA, 73
BA, CRISOPOLIS, 75
BA, CRISTOPOLIS, 77
BA, CRUZ DAS ALMAS, 75
BA, CURACA, 74
BA, DARIO MEIRA, 73
BA, DIAS D'AVILA, 71
BA, DOM BASILIO, 77
BA, DOM MACEDO COSTA, 75
BA, ELISIO MEDRADO, 75
BA, ENCRUZILHADA, 77
BA, ENTRE RIOS, 75
BA, ERICO CARDOSO, 77
BA, ESPLANADA, 75
BA, EUCLIDES DA CUNHA, 75
BA, EUNAPOLIS, 73
BA, FATIMA, 75
BA, FEIRA DA MATA, 77
BA, FEIRA DE SANTANA, 75
BA, FILADELFIA, 74
BA, FIRMINO ALVES, 73
BA, FLORESTA AZUL, 73
BA, FORMOSA DO RIO PRETO, 77
BA, GANDU, 73
BA, GAVIAO, 75
BA, GENTIO DO OURO, 74
BA, GLORIA, 75
BA, GONGOGI, 73
BA, GOVERNADOR LOMANTO JUNIOR, 73
BA, GOVERNADOR MANGABEIRA, 75
BA, GUAJERU, 77
BA, GUANAMBI, 77
BA, GUARATINGA, 73
BA, HELIOPOLIS, 75
BA, IACU, 75
BA, IBIASSUCE, 77
BA, IBICARAI, 73
BA, IBICOARA, 77
BA, IBICUI, 73
BA, IBIPEBA, 74
BA, IBIPITANGA, 77
BA, IBIQUERA, 75
BA, IBIRAPITANGA, 73
BA, IBIRAPUA, 73
BA, IBIRATAIA, 73
BA, IBITIARA, 77
BA, IBITITA, 74
BA, IBOTIRAMA, 77
BA, ICHU, 75
BA, IGAPORA, 77
BA, IGRAPIUNA, 73
BA, IGUAI, 73
BA, ILHEUS, 73
BA, INHAMBUPE, 75
BA, IPECAETA, 75
BA, IPIAU, 73
BA, IPIRA, 75
BA, IPUPIARA, 77
BA, IRAJUBA, 73
BA, IRAMAIA, 77
BA, IRAQUARA, 75
BA, IRARA, 75
BA, IRECE, 74
BA, ITABELA, 73
BA, ITABERABA, 75
BA, ITABUNA, 73
BA, ITACARE, 73
BA, ITAETE, 75
BA, ITAGI, 73
BA, ITAGIBA, 73
BA, ITAGIMIRIM, 73
BA, ITAGUACU DA BAHIA, 74
BA, ITAJU DO COLONIA, 73
BA, ITAJUIPE, 73
BA, ITAMARAJU, 73
BA, ITAMARI, 73
BA, ITAMBE, 77
BA, ITANAGRA, 75
BA, ITANHEM, 73
BA, ITAPARICA, 71
BA, ITAPE, 73
BA, ITAPEBI, 73
BA, ITAPETINGA, 77
BA, ITAPICURU, 75
BA, ITAPITANGA, 73
BA, ITAQUARA, 73
BA, ITARANTIM, 73
BA, ITATIM, 75
BA, ITIRUCU, 73
BA, ITIUBA, 74
BA, ITORORO, 73
BA, ITUACU, 77
BA, ITUBERA, 73
BA, IUIU, 77
BA, JABORANDI, 77
BA, JACARACI, 77
BA, JACOBINA, 74
BA, JAGUAQUARA, 73
BA, JAGUARARI, 74
BA, JAGUARIPE, 75
BA, JANDAIRA, 75
BA, JEQUIE, 73
BA, JEREMOABO, 75
BA, JIQUIRICA, 75
BA, JITAUNA, 73
BA, JOAO DOURADO, 74
BA, JUAZEIRO, 74
BA, JUCURUCU, 73
BA, JUSSARA, 74
BA, JUSSARI, 73
BA, JUSSIAPE, 77
BA, LAFAIETE COUTINHO, 73
BA, LAGOA REAL, 77
BA, LAJE, 75
BA, LAJEDAO, 73
BA, LAJEDINHO, 75
BA, LAJEDO DO TABOCAL, 73
BA, LAMARAO, 75
BA, LAPAO, 74
BA, LAURO DE FREITAS, 71
BA, LENCOIS, 75
BA, LICINIO DE ALMEIDA, 77
BA, LIVRAMENTO DE NOSSA SENHORA, 77
BA, LUIS EDUARDO MAGALHAES, 77
BA, MACAJUBA, 74
BA, MACARANI, 77
BA, MACAUBAS, 77
BA, MACURURE, 75
BA, MADRE DE DEUS, 71
BA, MAETINGA, 77
BA, MAIQUINIQUE, 77
BA, MAIRI, 74
BA, MALHADA, 77
BA, MALHADA DE PEDRAS, 77
BA, MANOEL VITORINO, 73
BA, MANSIDAO, 77
BA, MARACAS, 73
BA, MARAGOGIPE, 75
BA, MARAU, 73
BA, MARCIONILIO SOUZA, 75
BA, MASCOTE, 73
BA, MATA DE SAO JOAO, 71
BA, MATINA, 77
BA, MEDEIROS NETO, 73
BA, MIGUEL CALMON, 74
BA, MILAGRES, 75
BA, MIRANGABA, 74
BA, MIRANTE, 77
BA, MONTE SANTO, 75
BA, MORPARA, 77
